instagram_comments,offensive,offensiveness_levels,antisemitism,apology_for_the_dictatorship,fatphobia,homophobia,partyism,racism,religious_intolerance,sexism,xenophobia,offensive_&_non-hate_speech,non-offensive,specialist_1_hate_speech,specialist_2_hate_speech,specialist_3_hate_speech
Meu futuro presidente ❤❤❤❤🍷parabéns professor,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Paulo Freire❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Estamos junto,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Haddad vc é a minha opção de voto até pra rei do planeta! Se todos tivessem um terço das qualificações, educacao e empatia que vc tem, estaríamos no paraíso político...",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Eu amo haddad,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Presidente 2022🙏🏼,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
te amo presidente🥰🥰🥰,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏👏👏👏👏👏Melhor ministro da Educação que esse país já teve Fernando Haddad 🎓📚📒📘,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Viva a imortalidade!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Amo você! Meu Presidente! ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Perfeito!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Homem forte honesto competente Meu Orgulho do Bem Meu Maestro nosso Regente de luz com os meus 75 anos lhe digi6 Deus te Abençoe e Vai em frente...,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
E o trabalho professor Andrade ?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Muito bom acompanhado!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Sei quê seria um ótimo presidente votei pra você e não me arrependo se entra de novo votarei outra vez 👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Fernando ! UP sempre para a educação!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"🤝 Tô só na espera de votar no Haddad presidente outra vez, eu e meu nordeste, meu Maranhão.🤝",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Gatão,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏👏👏aos Educadores!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Lindoo😍.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
vc é lindo viu,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
❤️❤️❤️❤️❤️❤️❤️❤️ quanto amoor numa foto so,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
❤️❤️❤️❤️❤️❤️❤️❤️ quanto amoor numa foto so,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu futuro presidente 👏👏👏👏😍😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Engraçado... ontem li a nota a apresentação que escreveu, para a coleção educadores MEC, quando era ministro da educação. O exemplar em questão é sobre Paulo Freire. Também li algo, não me lembro exatamente onde, que escreveu sobre Freire. Agora vejo essa foto. ♥️ Isso só reforça meu ânimo de continuar minha dissertação sobre a Pedagogia Freireana.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Eita homem lindo! Por mim era nosso presidente!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Meu presidente!!! ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vc & paulo freire ❤@fernandohaddadoficial,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que honra hein,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Logo logo vcs serão passado.👎👎,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Sábios 👏📚👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Amigo só esqueceu de focar,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Ai ai bate bate coração ,gatão 😍❤️",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Você me representa Fernando!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Lindoooooooooooo😍😍😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Um educador desses Brasil 🙌🏼,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
O meu Patrono e o meu Presidente! ❤,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Uaaaauuuuu👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns ❤️👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Grande homem! Educador poderia ter sido nosso presidente!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"dois grandes educadores! parabéns, presidente! ❤️",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Melhor ministro da educação! 😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏👏esse é o Presidente que o Brasil precisa!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Me diga com quem tu andas e direi quem tu és! 🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu presidente sempre elegante.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu Presidente!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Não é possível que vai sair p prefeito , queremos vc presidente !",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Lindesa.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Cheio de Moral ao Lado do companheiro Paulo Freire,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Dois verdadeiros homens de bem. 👏👏❤️❤️😘🌺,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Nosso futuro Presidente da República #presidente2022,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Ícones!!! 😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Você é o presidente que eu gostaria de ter!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu presidente!❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Eita 😍❤️😍❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que máximo!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Dois ícones da educação brasileira. ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Importante é oportuna homenagem ao mestre de sempre. Paulo Freire vive!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Quanta intelectualidade, cultura e inteligência em uma única imagem. 🤗❤️",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Você merece. Nós merecemos você! Volta!💕❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
E eu perdi a minha chance de self 😢😢😢,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Grande - Fernando Haddad - pegou educação do Brasil na 36^ posição e deixou na 138^ posição - diz que construiu tantas universidades.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Lindo!!!😍😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Viva Freire!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Aí meu coracão não aguenta❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Haddad vc é 10.💙💙💙💙💙,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
te amo❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Maravilha!!!💓💓💓💓,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Acertivo!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Deus abençoe Haddad 🙏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Muso,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Gatooo, faltou a Ana Estela na foto!! Referência de casal❤❤❤",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@fernandohaddadoficial um dos nossos poucos guardiões ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu presidente,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
A educação ainda vai mudar este país!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Lula ainda ganha... ele nem tomou posse.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Admirava a Joice mas....... meu Deus!🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Joise lamento eu te achava uma mulher de fibra e gostava da tua atualização no Governo Bolsonaro mais você quis dar um passo mais longo que a perna e traiu o Presidente agora creio que acabou não Tem volta lamento pois eu gostava do teu trabalho era só alegria,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Acho desnecessário a exposição. É isso que a esquerda quer. Por favor tentem ser mais racionais.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Lamentável postura dela . Estamos de olho,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
É Joice... infelizmente votei em vc.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
@carla.zambelli por que você não se desliga do PSL já que os ânimos estão a flor da pele por lá,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que fase chegamos ...😢,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
